n,gamma_Bias_D,gamma_Sse_D,gamma_Ese_D,gamma_Cp_D,gamma_Bias_D_M,gamma_Sse_D_M,gamma_Ese_D_M,gamma_Cp_D_M,gamma_Bias_L,gamma_Sse_L,gamma_Ese_L,gamma_Cp_L
500.0,-0.018634793942204353,0.087390757209741,0.0937254170809818,0.92,0.7250093308321488,0.13681041087403714,0.13820172981676992,0.03,0.7053400750227592,1.1795155202300727,0.10057215079003726,0.015
1000.0,-0.009326816466572962,0.050655137887151265,0.0639201626146224,0.93,0.7207030341283445,0.10557091102418621,0.10330695763016606,0.0,0.6025004966791045,0.6077979573449563,0.07173748524078612,0.0
