n,beta_Bias_D,beta_Sse_D,beta_Ese_D,beta_Cp_D,beta_Bias_D_M,beta_Sse_D_M,beta_Ese_D_M,beta_Cp_D_M,beta_Bias_L,beta_Sse_L,beta_Ese_L,beta_Cp_L
500.0,-0.020055548691537917,0.13335021258996135,0.15664436316710595,0.94,-1.3572215097805038,0.17319548367616905,0.06017649506605895,0.0,-0.4876135607070311,0.8933906668421083,0.9493404181769846,0.975
1000.0,-0.016709964586082426,0.0988011133531488,0.11427895733439491,0.93,-1.3786725965716022,0.12248575123723501,0.042789105723744,0.0,-0.5305870434072051,0.6189208622744964,0.6381487203655124,0.96
