n,beta_Bias_D,beta_Sse_D,beta_Ese_D,beta_Cp_D,beta_Bias_D_M,beta_Sse_D_M,beta_Ese_D_M,beta_Cp_D_M,beta_Bias_L,beta_Sse_L,beta_Ese_L,beta_Cp_L
500.0,-0.007247449753707613,0.14113727459947956,0.15173439649572018,0.935,-1.3525478733808924,0.16947149931152153,0.06731065945298727,0.0,0.0034132736144165676,0.14751502982487408,0.16433597548604056,0.93
1000.0,-0.0055923767180010575,0.09595038756314483,0.12196421037089941,0.945,-1.3679029213331257,0.1247343703208704,0.04740035553023338,0.0,-0.0038740248044393244,0.09270479317689494,0.11361778831095017,0.96
