n,gamma_Bias_D,gamma_Sse_D,gamma_Ese_D,gamma_Cp_D,gamma_Bias_D_M,gamma_Sse_D_M,gamma_Ese_D_M,gamma_Cp_D_M,gamma_Bias_L,gamma_Sse_L,gamma_Ese_L,gamma_Cp_L
500.0,-0.030642993137707575,0.09681372784659502,0.11144271607668017,0.93,0.8199702149551904,0.13116461306803792,0.1549442156005766,0.01,-0.008172017649560104,0.12054750077041053,0.13483430358207216,0.935
1000.0,-0.016515979701702266,0.04926097411697148,0.06295537876771747,0.93,0.8191633922093149,0.1024187461151867,0.0991087357235417,0.0,0.006898997487079228,0.06915149008221255,0.0870138736580479,0.925
