n,gamma_Bias_D,gamma_Sse_D,gamma_Ese_D,gamma_Cp_D,gamma_Bias_D_M,gamma_Sse_D_M,gamma_Ese_D_M,gamma_Cp_D_M,gamma_Bias_L,gamma_Sse_L,gamma_Ese_L,gamma_Cp_L
500.0,0.005081184651779536,0.12013437365329388,0.13219002535698965,0.935,0.746418317943071,0.17109304044455015,0.18953041630574666,0.075,0.6308420184837675,0.6142516948456187,0.13230923335488837,0.03
1000.0,0.011161410012129558,0.08346520794412472,0.08631254927297391,0.95,0.7201214240614373,0.10906701569634585,0.11787062803504803,0.005,0.6625367102856177,0.8479275287605765,0.08929843555578748,0.005
