n,beta_Bias_D,beta_Sse_D,beta_Ese_D,beta_Cp_D,beta_Bias_D_M,beta_Sse_D_M,beta_Ese_D_M,beta_Cp_D_M,beta_Bias_L,beta_Sse_L,beta_Ese_L,beta_Cp_L
500.0,-0.03758086754343992,0.15827153256253632,0.15756428386174393,0.925,-1.2333470629779728,0.20249611469770973,0.08828826480360054,0.0,-0.8203269557625994,0.2522278335911608,0.462180903485164,0.53
1000.0,-0.020553498883526755,0.12217303492888826,0.12080577930773874,0.945,-1.258000289405702,0.15088969378535944,0.05889857355277464,0.0,-0.7632245389867307,0.5806927656506157,0.3164701178113295,0.215
