n,beta_Bias_D,beta_Sse_D,beta_Ese_D,beta_Cp_D,beta_Bias_D_M,beta_Sse_D_M,beta_Ese_D_M,beta_Cp_D_M,beta_Bias_L,beta_Sse_L,beta_Ese_L,beta_Cp_L
500.0,-0.02915121185544023,0.15219469224844773,0.16046675030203844,0.93,-1.357756546322668,0.18242830097746937,0.07045640644805905,0.0,-0.5347646693191093,0.6258318317039797,0.41371695070065023,0.75
1000.0,-0.010349795806677164,0.0926750303103936,0.11774964308763243,0.955,-1.3709915202294873,0.13482416554257756,0.049619977325138516,0.0,-0.4797815689090066,0.8134937057526472,0.2651575665830077,0.425
