n,gamma_Bias_D,gamma_Sse_D,gamma_Ese_D,gamma_Cp_D,gamma_Bias_D_M,gamma_Sse_D_M,gamma_Ese_D_M,gamma_Cp_D_M,gamma_Bias_L,gamma_Sse_L,gamma_Ese_L,gamma_Cp_L
500.0,-0.022743941757625397,0.09102142958065648,0.1072022978815133,0.93,0.9069772617389678,0.10526678435180765,0.17859049394519672,0.01,0.5279303266636606,0.6161893260794512,0.16476205656010184,0.135
1000.0,-0.015829417230501575,0.04934259544468216,0.06323434307315737,0.92,0.9270334966751914,0.07805026689774007,0.12872706304706852,0.0,0.622273102543462,0.9096547301265488,0.11899242912757743,0.02
