n,MSPE_DNN,MSPE_sd_DNN,MSPE_DNN_semi,MSPE_sd_DNN_semi,MSPE_DNN_median,MSPE_sd_DNN_median,MSPE_NN_IC,MSPE_sd_NN_IC
500,0.0037132649130567296,0.0018046053302692518,0.007412660004139919,0.0015689483349744207,0.020721143946896347,0.001546569185450326,0.012126305766839995,0.0008404428848744993
1000,0.00277406193928894,0.0013447542187281566,0.006819194633980723,0.0013904633575217915,0.020446005931210123,0.0015919586390066539,0.012153461575462514,0.0006132628286297339
