n,beta_Bias_D,beta_Sse_D,beta_Ese_D,beta_Cp_D,beta_Bias_D_M,beta_Sse_D_M,beta_Ese_D_M,beta_Cp_D_M,beta_Bias_L,beta_Sse_L,beta_Ese_L,beta_Cp_L
500.0,-0.006589726385062722,0.14129853329076741,0.15785633348104736,0.94,-1.3754704387083638,0.19346939545937142,0.09292185852075235,0.0,-0.4093566377327904,0.9878385104307017,0.38319212739647796,0.71
1000.0,-0.004519379946251512,0.09115159552336438,0.10464378843854188,0.945,-1.4080266897346576,0.15492336474299453,0.06735219163346684,0.0,-0.4347043881334036,0.599160455675408,0.24881773404517354,0.295
