n,gamma_Bias_D,gamma_Sse_D,gamma_Ese_D,gamma_Cp_D,gamma_Bias_D_M,gamma_Sse_D_M,gamma_Ese_D_M,gamma_Cp_D_M,gamma_Bias_L,gamma_Sse_L,gamma_Ese_L,gamma_Cp_L
500.0,-0.03849630287349415,0.0986904682357983,0.10691910536320857,0.93,0.9827500917224845,0.05052896123688846,0.19525338335497175,0.01,0.5227993294160784,0.3423814092904954,0.17942155585622502,0.2
1000.0,-0.01986802352892114,0.04392446049614748,0.06469405982585716,0.92,0.994270074911433,0.026015013953020315,0.12185925688524439,0.0,0.582979233868056,0.7585353309728894,0.12681142851251342,0.05
