n,MSPE_DNN,MSPE_sd_DNN,MSPE_DNN_semi,MSPE_sd_DNN_semi,MSPE_DNN_median,MSPE_sd_DNN_median,MSPE_NN_IC,MSPE_sd_NN_IC
500,0.0008726909027662568,0.0003889450043107748,0.03094663046589317,0.005046713750259019,0.0022069410190872123,0.00045707857914929284,0.0007965366693706982,0.00018918252849541614
1000,0.000638104208142529,0.0003031112476486961,0.032421309179019885,0.0029272761378881925,0.0020867510687778805,0.00035649001355989284,0.0007040835908598566,8.79676865496395e-05
