n,gamma_Bias_D,gamma_Sse_D,gamma_Ese_D,gamma_Cp_D,gamma_Bias_D_M,gamma_Sse_D_M,gamma_Ese_D_M,gamma_Cp_D_M,gamma_Bias_L,gamma_Sse_L,gamma_Ese_L,gamma_Cp_L
500.0,0.0065816925384918346,0.11260053542435414,0.13053021486375985,0.955,0.5760293599483952,0.13510297766439433,0.1796888119832272,0.155,-0.0040435093687343215,0.11143516090928399,0.13155252106874282,0.925
1000.0,0.004726666116242173,0.07162236156592323,0.08331464204505366,0.94,0.5245222851350864,0.11348872916457041,0.132436236531235,0.075,0.0022976019081482058,0.0747906886016012,0.083839300451815,0.935
