n,beta_Bias_D,beta_Sse_D,beta_Ese_D,beta_Cp_D,beta_Bias_D_M,beta_Sse_D_M,beta_Ese_D_M,beta_Cp_D_M,beta_Bias_L,beta_Sse_L,beta_Ese_L,beta_Cp_L
500.0,-0.04287614686653174,0.1369608392862748,0.14466929761654573,0.94,-1.3094862646401317,0.228496446881218,0.08991453039510912,0.0,-0.004485158464959005,0.14383524294871508,0.1328521974156664,0.94
1000.0,-0.012753490146890867,0.10047859673682424,0.11588677123356103,0.925,-1.3223202222374553,0.15057792225574293,0.06109720588710351,0.0,0.007327974505560331,0.11380241441564919,0.12703130706096627,0.935
