n,MSPE_DNN,MSPE_sd_DNN,MSPE_DNN_semi,MSPE_sd_DNN_semi,MSPE_DNN_median,MSPE_sd_DNN_median,MSPE_NN_IC,MSPE_sd_NN_IC
500,0.0013136045073360958,0.0006354920542719085,0.0010906506377199887,0.0009835196922809652,0.022793040792051567,0.002846346674982709,0.018751926928096258,0.0017522726294486222
1000,0.0010008231015148803,0.000773762191028294,0.000702174598310549,0.00048032719955313916,0.022339339677306343,0.002557495828877695,0.018811299769799693,0.0013144485390517737
