n,MSPE_DNN,MSPE_sd_DNN,MSPE_DNN_semi,MSPE_sd_DNN_semi,MSPE_DNN_median,MSPE_sd_DNN_median,MSPE_NN_IC,MSPE_sd_NN_IC
500,0.002358549115344971,0.0006503195581237861,0.002193081863268217,0.0009580647239625212,0.0356128474570557,0.0051580585324719885,0.027176852564212064,0.003230315934458274
1000,0.0019512701827805168,0.0005025992275759602,0.001750324909592445,0.0005678620916813756,0.0350258949335849,0.00453430995262137,0.027508972786659487,0.0023426494153519013
