n,beta_Bias_D,beta_Sse_D,beta_Ese_D,beta_Cp_D,beta_Bias_D_M,beta_Sse_D_M,beta_Ese_D_M,beta_Cp_D_M,beta_Bias_L,beta_Sse_L,beta_Ese_L,beta_Cp_L
500.0,0.011520439311839326,0.13958685855926464,0.15024165700484082,0.925,-1.1924014347568326,0.19691919961229312,0.0816143565180041,0.0,-0.758021959957716,0.4461704563130422,0.47072097552594144,0.59
1000.0,-0.009398687600560063,0.09772341681859477,0.11095756671074859,0.935,-1.2056581302191143,0.15911182027843498,0.056534494400763594,0.0,-0.6806813768674658,0.9418623319832963,0.3478374525300271,0.3
