n,gamma_Bias_D,gamma_Sse_D,gamma_Ese_D,gamma_Cp_D,gamma_Bias_D_M,gamma_Sse_D_M,gamma_Ese_D_M,gamma_Cp_D_M,gamma_Bias_L,gamma_Sse_L,gamma_Ese_L,gamma_Cp_L
500.0,-0.033800383289345204,0.1231912673738699,0.14011053009464888,0.93,0.5442769226421942,0.1394788054059302,0.1627850652235603,0.215,0.7368724459001441,0.8600993086684192,0.12629881135522728,0.015
1000.0,0.00013093391244867192,0.07532954557652088,0.08369514198270055,0.95,0.5189389399918622,0.13454420904310074,0.10745299951128544,0.045,0.7854522994590585,0.9792918876536797,0.08569685032463956,0.005
