n,gamma_Bias_D,gamma_Sse_D,gamma_Ese_D,gamma_Cp_D,gamma_Bias_D_M,gamma_Sse_D_M,gamma_Ese_D_M,gamma_Cp_D_M,gamma_Bias_L,gamma_Sse_L,gamma_Ese_L,gamma_Cp_L
500.0,-0.01498439814841035,0.1187494563087327,0.1387275761379794,0.94,0.6375106937740822,0.1314218019075901,0.17607973196996834,0.095,0.7445443232931281,0.8989103328163797,0.12663407817564357,0.015
1000.0,0.006869051998365627,0.07207830164300279,0.08856775523528465,0.965,0.6132050396222413,0.10859011660796951,0.11168193487911367,0.005,0.6393807748618261,0.32970022413307587,0.09135391188765425,0.0
