n,beta_Bias_D,beta_Sse_D,beta_Ese_D,beta_Cp_D,beta_Bias_D_M,beta_Sse_D_M,beta_Ese_D_M,beta_Cp_D_M,beta_Bias_L,beta_Sse_L,beta_Ese_L,beta_Cp_L
500.0,-0.00978004016143963,0.12234101799527997,0.1270195524959635,0.945,-1.2258283845581035,0.19144423717636497,0.08253179118853934,0.0,-0.7264796814014525,0.9059586574109987,0.4651747169130652,0.56
1000.0,-0.010032486241840388,0.09674894724333846,0.09542975029083564,0.94,-1.2586977450493766,0.1568499487837753,0.05440429073072019,0.0,-0.7976634340192037,0.19666416540010992,0.3135617503076976,0.22
