n,MSPE_DNN,MSPE_sd_DNN,MSPE_DNN_semi,MSPE_sd_DNN_semi,MSPE_DNN_median,MSPE_sd_DNN_median,MSPE_NN_IC,MSPE_sd_NN_IC
500,0.003178417029953207,0.0007649323515728547,0.006627276574910546,0.0011078134065219496,0.026766028483585905,0.004447954638777247,0.02001126008447079,0.002338433666176366
1000,0.0025727914616034365,0.0006300918847812095,0.005915719241076547,0.0007718987715485032,0.02618591545857732,0.0040853032790054596,0.020109944465116332,0.0017934631169315121
